Molecule Name,Target,Gene,Uniprot,CHEMBL,Target Class,Probability,Active 2D/3D
P57 (glycoside),Tubulin--tyrosine ligase,TTL,Q8NG68,CHEMBL5549,Enzyme,0.0642387798,0 /  12     
P57 (glycoside),Squalene synthetase   (by homology),FDFT1,P37268,CHEMBL3338,Enzyme,0.0642387798,0 /  163     
P57 (glycoside),Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0.0642387798,0 /  13     
P57 (glycoside),Vanilloid receptor   (by homology),TRPV1,Q8NER1,CHEMBL4794,Voltage-gated ion channel,0.0642387798,0 /  52     
P57 (glycoside),Glycine receptor subunit alpha-1,GLRA1,P23415,CHEMBL5845,Ligand-gated ion channel,0.0642387798,0 /  11     
P57 (glycoside),Glycine receptor subunit alpha-2,GLRA2,P23416,CHEMBL5871,Ligand-gated ion channel,0.0642387798,0 /  8     
P57 (glycoside),Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.0642387798,0 /  33     
P57 (glycoside),Platelet activating factor receptor,PTAFR,P25105,CHEMBL250,Family A G protein-coupled receptor,0.0642387798,0 /  16     
P57 (glycoside),Proteinase-activated receptor 2,F2RL1,P55085,CHEMBL5963,Family A G protein-coupled receptor,0.0642387798,0 /  1     
P57 (glycoside),Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0,0 /  2     
P57 (glycoside),Protein phosphatase 2A regulatory subunit B',PTPA,Q15257,CHEMBL2505,Phosphatase,0,0 /  3     
P57 (glycoside),HMG-CoA reductase   (by homology),HMGCR,P04035,CHEMBL402,Oxidoreductase,0,0 /  82     
P57 (glycoside),Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,O14983,CHEMBL3136,Hydrolase,0,0 /  4     
P57 (glycoside),Sodium/potassium-transporting ATPase alpha-1 chain,ATP1A1,P05023,CHEMBL1807,Primary active transporter,0,2 /  4     
P57 (glycoside),Voltage-gated potassium channel subunit Kv1.3,KCNA3,P22001,CHEMBL4633,Voltage-gated ion channel,0,0 /  2     
P57 (glycoside),Protein kinase C gamma,PRKCG,P05129,CHEMBL2938,Kinase,0,0 /  7     
P57 (glycoside),Calpain 1,CAPN1,P07384,CHEMBL3891,Protease,0,2 /  0     
P57 (glycoside),"Nitric oxide synthase, inducible   (by homology)",NOS2,P35228,CHEMBL4481,Enzyme,0,0 /  4     
P57 (glycoside),Proto-oncogene vav,VAV1,P15498,CHEMBL3259472,Unclassified protein,0,0 /  1     
P57 (glycoside),Transient receptor potential cation channel subfamily V member 4   (by homology),TRPV4,Q9HBA0,CHEMBL3119,Voltage-gated ion channel,0,0 /  5     
P57 (glycoside),Nuclear receptor ROR-gamma,RORC,P51449,CHEMBL1741186,Nuclear receptor,0,2 /  3     
P57 (glycoside),Thromboxane A2 receptor,TBXA2R,P21731,CHEMBL2069,Family A G protein-coupled receptor,0,0 /  7     
P57 (glycoside),Methionine aminopeptidase 2,METAP2,P50579,CHEMBL3922,Protease,0,0 /  9     
P57 (glycoside),PI3-kinase p110-alpha subunit,PIK3CA,P42336,CHEMBL4005,Enzyme,0,5 /  0     
P57 (glycoside),Phosphodiesterase 4D,PDE4D,Q08499,CHEMBL288,Phosphodiesterase,0,1 /  11     
P57 (glycoside),Phospholipase A2 group IIA,PLA2G2A,P14555,CHEMBL3474,Enzyme,0,0 /  8     
P57 (glycoside),Phospholipase A2 group 1B,PLA2G1B,P04054,CHEMBL4426,Enzyme,0,0 /  4     
P57 (glycoside),P-glycoprotein 1,ABCB1,P08183,CHEMBL4302,Primary active transporter,0,0 /  17     
P57 (glycoside),Cathepsin K,CTSK,P43235,CHEMBL268,Protease,0,2 /  0     
P57 (glycoside),Renin,REN,P00797,CHEMBL286,Protease,0,7 /  0     
P57 (glycoside),Subtilisin/kexin type 7,PCSK7,Q16549,CHEMBL2232,Protease,0,0 /  1     
P57 (glycoside),DNA-dependent protein kinase,PRKDC,P78527,CHEMBL3142,Kinase,0,3 /  0     
P57 (glycoside),Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0,13 /  1     
P57 (glycoside),Motilin receptor,MLNR,O43193,CHEMBL2203,Family A G protein-coupled receptor,0,0 /  9     
P57 (glycoside),Glutathione S-transferase Mu 1,GSTM1,P09488,CHEMBL2081,Enzyme,0,0 /  1     
P57 (glycoside),Oligosaccharyl transferase 48 kDa subunit,DDOST,P39656,CHEMBL4239,Enzyme,0,2 /  0     
P57 (glycoside),Apoptosis regulator Bcl-2,BCL2,P10415,CHEMBL4860,Other ion channel,0,65 /  0     
P57 (glycoside),Matrix metalloproteinase 8,MMP8,P22894,CHEMBL4588,Protease,0,5 /  0     
P57 (glycoside),Toll-like receptor (TLR7/TLR9),TLR9,Q9NR96,CHEMBL5804,Toll-like and Il-1 receptors,0,0 /  2     
P57 (glycoside),Sulfonylurea receptor 1,ABCC8,Q09428,CHEMBL2071,Primary active transporter,0,1 /  0     
P57 (glycoside),"Glutaminase kidney isoform, mitochondrial",GLS,O94925,CHEMBL2146302,Enzyme,0,5 /  0     
P57 (glycoside),Vacuolar ATP synthase subunit S1,ATP6AP1,Q15904,CHEMBL4790,Hydrolase,0,0 /  1     
P57 (glycoside),Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0,1 /  51     
P57 (glycoside),Squalene monooxygenase   (by homology),SQLE,Q14534,CHEMBL3592,Enzyme,0,0 /  5     
P57 (glycoside),Hepatic lipase,LIPC,P11150,CHEMBL2127,Enzyme,0,6 /  0     
P57 (glycoside),Adenosine A2a receptor,ADORA2A,P29274,CHEMBL251,Family A G protein-coupled receptor,0,13 /  0     
P57 (glycoside),Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0,15 /  0     
P57 (glycoside),Endothelial lipase,LIPG,Q9Y5X9,CHEMBL5080,Hydrolase,0,3 /  0     
P57 (glycoside),Gamma-secretase,PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,CHEMBL2094135,Protease,0,0 /  6     
P57 (glycoside),Ileal bile acid transporter,SLC10A2,Q12908,CHEMBL2778,Electrochemical transporter,0,2 /  0     
P57 (glycoside),p53-binding protein Mdm-2,MDM2,Q00987,CHEMBL5023,Other nuclear protein,0,1 /  0     
P57 (glycoside),Protein farnesyltransferase,FNTA FNTB,P49354 P49356,CHEMBL2094108,Enzyme,0,1 /  6     
P57 (glycoside),MAP kinase p38 alpha,MAPK14,Q16539,CHEMBL260,Kinase,0,3 /  0     
P57 (glycoside),HLA class I histocompatibility antigen A-3,HLA-A,P04439,CHEMBL2632,Surface antigen,0,5 /  0     
P57 (glycoside),Hypoxia-inducible factor prolyl hydroxylase 1,EGLN2,Q96KS0,CHEMBL3028,Enzyme,0,1 /  0     
P57 (glycoside),Egl nine homolog 1,EGLN1,Q9GZT9,CHEMBL5697,Oxidoreductase,0,1 /  0     
P57 (glycoside),Egl nine homolog 3,EGLN3,Q9H6Z9,CHEMBL5705,Enzyme,0,1 /  0     
P57 (glycoside),Cyclin-dependent kinase 2,CDK2,P24941,CHEMBL301,Kinase,0,1 /  0     
P57 (glycoside),Programmed cell death protein 4,PDCD4,Q53EL6,CHEMBL1781868,Unclassified protein,0,0 /  8     
P57 (glycoside),Dopamine D4 receptor,DRD4,P21917,CHEMBL219,Family A G protein-coupled receptor,0,3 /  0     
P57 (glycoside),Serine/threonine-protein kinase Aurora-A,AURKA,O14965,CHEMBL4722,Kinase,0,7 /  0     
P57 (glycoside),Protein phosphatase 2C alpha,PPM1A,P35813,CHEMBL2437,Phosphatase,0,0 /  1     
P57 (glycoside),Sodium/glucose cotransporter 2,SLC5A2,P31639,CHEMBL3884,Electrochemical transporter,0,1 /  0     
P57 (glycoside),Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,0,1 /  0     
P57 (glycoside),Sphingosine 1-phosphate receptor Edg-3,S1PR3,Q99500,CHEMBL3892,Family A G protein-coupled receptor,0,14 /  0     
P57 (glycoside),Sphingosine 1-phosphate receptor Edg-1,S1PR1,P21453,CHEMBL4333,Family A G protein-coupled receptor,0,14 /  0     
P57 (glycoside),Cholecystokinin B receptor,CCKBR,P32239,CHEMBL298,Family A G protein-coupled receptor,0,3 /  0     
P57 (glycoside),Brain adenylate cyclase 1,ADCY1,Q08828,CHEMBL2899,Enzyme,0,0 /  24     
P57 (glycoside),Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,0,4 /  0     
P57 (glycoside),Dual specificity protein phosphatase 3,DUSP3,P51452,CHEMBL2635,Phosphatase,0,0 /  1     
P57 (glycoside),Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,0,0 /  3     
P57 (glycoside),"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,CHEMBL2331053,Enzyme,0,2 /  0     
P57 (glycoside),Cathepsin S,CTSS,P25774,CHEMBL2954,Protease,0,1 /  0     
P57 (glycoside),Cathepsin L,CTSL,P07711,CHEMBL3837,Protease,0,1 /  0     
P57 (glycoside),Cathepsin (B and K),CTSB,P07858,CHEMBL4072,Protease,0,2 /  0     
P57 (glycoside),Serotonin 2b (5-HT2b) receptor,HTR2B,P41595,CHEMBL1833,Family A G protein-coupled receptor,0,0 /  1     
P57 (glycoside),Adrenergic receptor alpha-2,ADRA2C,P18825,CHEMBL1916,Family A G protein-coupled receptor,0,0 /  1     
P57 (glycoside),Alpha-2b adrenergic receptor,ADRA2B,P18089,CHEMBL1942,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Squalene monooxygenase   (by homology),SQLE,Q14534,CHEMBL3592,Enzyme,0.0642387798,0 /  18     
Saundersioside G,AMY1C,AMY1A,P04745,CHEMBL2478,Enzyme,0.0642387798,0 /  1     
Saundersioside G,Plasminogen activator inhibitor-1,SERPINE1,P05121,CHEMBL3475,Secreted protein,0.0642387798,0 /  10     
Saundersioside G,Galectin-9,LGALS9,O00182,CHEMBL5474,Other cytosolic protein,0.0642387798,0 /  1     
Saundersioside G,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,CHEMBL3880,Other cytosolic protein,0,1 /  8     
Saundersioside G,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0,17 /  34     
Saundersioside G,Tyrosyl-DNA phosphodiesterase 1,TDP1,Q9NUW8,CHEMBL1075138,Enzyme,0,0 /  2     
Saundersioside G,Protein kinase C delta   (by homology),PRKCD,Q05655,CHEMBL2996,Kinase,0,0 /  37     
Saundersioside G,DNA polymerase beta,POLB,P06746,CHEMBL2392,Enzyme,0,0 /  1     
Saundersioside G,Protein kinase C alpha,PRKCA,P17252,CHEMBL299,Kinase,0,0 /  112     
Saundersioside G,Signal transducer and activator of transcription 3,STAT3,P40763,CHEMBL4026,Transcription factor,0,0 /  8     
Saundersioside G,Aldose reductase,AKR1B1,P15121,CHEMBL1900,Enzyme,0,3 /  3     
Saundersioside G,Beta-1 adrenergic receptor,ADRB1,P08588,CHEMBL213,Family A G protein-coupled receptor,0,2 /  0     
Saundersioside G,T-cell protein-tyrosine phosphatase,PTPN2,P17706,CHEMBL3807,Phosphatase,0,4 /  17     
Saundersioside G,Serine/threonine-protein kinase Aurora-A,AURKA,O14965,CHEMBL4722,Kinase,0,9 /  0     
Saundersioside G,Mu opioid receptor   (by homology),OPRM1,P35372,CHEMBL233,Family A G protein-coupled receptor,0,16 /  0     
Saundersioside G,Interleukin-2,IL2,P60568,CHEMBL5880,Secreted protein,0,0 /  1     
Saundersioside G,Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0,0 /  2     
Saundersioside G,Integrin alpha-V/beta-3,ITGAV ITGB3,P06756 P05106,CHEMBL1907598,Membrane receptor,0,29 /  0     
Saundersioside G,Integrin alpha-5/beta-1,ITGB1 ITGA5,P05556 P08648,CHEMBL2095226,Membrane receptor,0,8 /  0     
Saundersioside G,Ileal bile acid transporter,SLC10A2,Q12908,CHEMBL2778,Electrochemical transporter,0,13 /  0     
Saundersioside G,P-glycoprotein 1,ABCB1,P08183,CHEMBL4302,Primary active transporter,0,0 /  87     
Saundersioside G,Norepinephrine transporter,SLC6A2,P23975,CHEMBL222,Electrochemical transporter,0,0 /  1     
Saundersioside G,Squalene synthetase,FDFT1,P37268,CHEMBL3338,Enzyme,0,0 /  152     
Saundersioside G,Thrombin and coagulation factor X,F10,P00742,CHEMBL244,Protease,0,1 /  3     
Saundersioside G,Glucagon receptor,GCGR,P47871,CHEMBL1985,Family B G protein-coupled receptor,0,0 /  1     
Saundersioside G,Alpha-1a adrenergic receptor,ADRA1A,P35348,CHEMBL229,Family A G protein-coupled receptor,0,0 /  2     
Saundersioside G,Alpha-1b adrenergic receptor,ADRA1B,P35368,CHEMBL232,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,C-C chemokine receptor type 6,CCR6,P51684,CHEMBL4423,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Galectin-3,LGALS3,P17931,CHEMBL4531,Other cytosolic protein,0,1 /  3     
Saundersioside G,Deoxycytidine kinase,DCK,P27707,CHEMBL2447,Enzyme,0,1 /  0     
Saundersioside G,Thymidylate synthase   (by homology),TYMS,P04818,CHEMBL1952,Transferase,0,13 /  0     
Saundersioside G,Vanilloid receptor   (by homology),TRPV1,Q8NER1,CHEMBL4794,Voltage-gated ion channel,0,0 /  48     
Saundersioside G,Beta-secretase 1,BACE1,P56817,CHEMBL4822,Protease,0,3 /  4     
Saundersioside G,Vascular endothelial growth factor A,VEGFA,P15692,CHEMBL1783,Secreted protein,0,0 /  1     
Saundersioside G,Acidic fibroblast growth factor,FGF1,P05230,CHEMBL2120,Secreted protein,0,0 /  1     
Saundersioside G,Basic fibroblast growth factor,FGF2,P09038,CHEMBL3107,Secreted protein,0,0 /  1     
Saundersioside G,Heparanase,HPSE,Q9Y251,CHEMBL3921,Enzyme,0,0 /  1     
Saundersioside G,Apoptosis regulator Bcl-X,BCL2L1,Q07817,CHEMBL4625,Other ion channel,0,0 /  1     
Saundersioside G,Tyrosine-protein kinase BTK,BTK,Q06187,CHEMBL5251,Kinase,0,6 /  0     
Saundersioside G,Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0,6 /  0     
Saundersioside G,Tyrosine-protein kinase JAK2,JAK2,O60674,CHEMBL2971,Kinase,0,1 /  0     
Saundersioside G,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0,4 /  0     
Saundersioside G,Platelet activating factor receptor   (by homology),PTAFR,P25105,CHEMBL250,Family A G protein-coupled receptor,0,0 /  15     
Saundersioside G,P-selectin,SELP,P16109,CHEMBL5378,Adhesion,0,0 /  1     
Saundersioside G,Zinc finger protein GLI1,GLI1,P08151,CHEMBL5461,Transcription factor,0,0 /  2     
Saundersioside G,Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0,5 /  0     
Saundersioside G,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,CHEMBL239,Nuclear receptor,0,1 /  0     
Saundersioside G,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0,0 /  2     
Saundersioside G,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0,0 /  1     
Saundersioside G,Leukocyte elastase,ELANE,P08246,CHEMBL248,Protease,0,1 /  0     
Saundersioside G,Integrin alpha-IIb/beta-3,ITGA2B ITGB3,P08514 P05106,CHEMBL2093869,Membrane receptor,0,15 /  0     
Saundersioside G,Integrin alpha-V/beta-5,ITGB5 ITGAV,P18084 P06756,CHEMBL2096675,Membrane receptor,0,4 /  0     
Saundersioside G,Integrin alpha-V/beta-6,ITGAV ITGB6,P06756 P18564,CHEMBL2111416,Membrane receptor,0,3 /  0     
Saundersioside G,HLA class I histocompatibility antigen A-3,HLA-A,P04439,CHEMBL2632,Surface antigen,0,3 /  0     
Saundersioside G,Calpain 1,CAPN1,P07384,CHEMBL3891,Protease,0,2 /  0     
Saundersioside G,Somatostatin receptor 5,SSTR5,P35346,CHEMBL1792,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Somatostatin receptor 2,SSTR2,P30874,CHEMBL1804,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Somatostatin receptor 4,SSTR4,P31391,CHEMBL1853,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Somatostatin receptor 1,SSTR1,P30872,CHEMBL1917,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Somatostatin receptor 3,SSTR3,P32745,CHEMBL2028,Family A G protein-coupled receptor,0,0 /  1     
Saundersioside G,Receptor protein-tyrosine kinase erbB-2,ERBB2,P04626,CHEMBL1824,Kinase,0,2 /  0     
Saundersioside G,Receptor-type tyrosine-protein phosphatase alpha,PTPRA,P18433,CHEMBL3918,Phosphatase,0,6 /  0     
Saundersioside G,Macrophage colony stimulating factor receptor,CSF1R,P07333,CHEMBL1844,Kinase,0,4 /  0     
Saundersioside G,Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0,8 /  0     
Saundersioside G,Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0,4 /  0     
Saundersioside G,Renin   (by homology),REN,P00797,CHEMBL286,Protease,0,10 /  0     
Saundersioside G,Serine/threonine-protein kinase mTOR,MTOR,P42345,CHEMBL2842,Kinase,0,2 /  0     
Saundersioside G,Growth factor receptor-bound protein 2,GRB2,P62993,CHEMBL3663,Other cytosolic protein,0,8 /  0     
Saundersioside G,PI3-kinase p110-alpha subunit,PIK3CA,P42336,CHEMBL4005,Enzyme,0,2 /  0     
Saundersioside G,Purinergic receptor P2Y12,P2RY12,Q9H244,CHEMBL2001,Family A G protein-coupled receptor,0,20 /  0     
Saundersioside G,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0,1 /  0     
Saundersioside G,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",DOT1L,Q8TEK3,CHEMBL1795117,Writer,0,1 /  0     
Saundersioside G,Leukocyte common antigen,PTPRC,P08575,CHEMBL3243,Enzyme,0,1 /  0     
Saundersioside G,Gamma-secretase,PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,CHEMBL2094135,Protease,0,0 /  7     
Saundersioside G,Sphingosine 1-phosphate receptor Edg-8,S1PR5,Q9H228,CHEMBL2274,Family A G protein-coupled receptor,0,1 /  0     
Saundersioside G,3-phosphoinositide dependent protein kinase-1,PDPK1,O15530,CHEMBL2534,Kinase,0,6 /  0     
Saundersioside G,HLA class II histocompatibility antigen DRB3-1,HLA-DRB3,P79483,CHEMBL3460,Surface antigen,0,1 /  0     
Saundersioside G,Fibroblast growth factor receptor 1,FGFR1,P11362,CHEMBL3650,Kinase,0,13 /  0     
Saundersioside G,Sphingosine 1-phosphate receptor Edg-3,S1PR3,Q99500,CHEMBL3892,Family A G protein-coupled receptor,0,11 /  0     
Saundersioside G,Sphingosine 1-phosphate receptor Edg-1,S1PR1,P21453,CHEMBL4333,Family A G protein-coupled receptor,0,15 /  0     
Saundersioside G,Adrenergic receptor beta,ADRB2,P07550,CHEMBL210,Family A G protein-coupled receptor,0,4 /  0     
Saundersioside G,Transitional endoplasmic reticulum ATPase,VCP,P55072,CHEMBL1075145,Primary active transporter,0,0 /  1     
Saundersioside G,"Troponin, cardiac muscle",TNNC1 TNNT2 TNNI3,P63316 P45379 P19429,CHEMBL2095202,Unclassified protein,0,0 /  1     
Saundersioside G,Dual specificity phosphatase Cdc25B,CDC25B,P30305,CHEMBL4804,Phosphatase,0,0 /  3     
Saundersioside G,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,CHEMBL2331053,Enzyme,0,2 /  0     
Saundersioside G,DNA topoisomerase I,TOP1,P11387,CHEMBL1781,Isomerase,0,5 /  0     
Saundersioside G,Endothelin receptor ET-B   (by homology),EDNRB,P24530,CHEMBL1785,Family A G protein-coupled receptor,0,2 /  0     
Saundersioside G,Platelet-derived growth factor receptor beta,PDGFRB,P09619,CHEMBL1913,Kinase,0,1 /  0     
Saundersioside G,Stem cell growth factor receptor,KIT,P10721,CHEMBL1936,Kinase,0,1 /  0     
Saundersioside G,Hepatic lipase,LIPC,P11150,CHEMBL2127,Enzyme,0,5 /  0     
Saundersioside G,Cannabinoid receptor 1,CNR1,P21554,CHEMBL218,Family A G protein-coupled receptor,0,3 /  0     
Saundersioside G,Cannabinoid receptor 2,CNR2,P34972,CHEMBL253,Family A G protein-coupled receptor,0,4 /  0     
Saundersioside G,Tyrosine-protein kinase SRC,SRC,P12931,CHEMBL267,Kinase,0,2 /  0     
Saundersioside G,Endothelial lipase,LIPG,Q9Y5X9,CHEMBL5080,Hydrolase,0,5 /  0     
Saundersioside G,HMG-CoA reductase   (by homology),HMGCR,P04035,CHEMBL402,Oxidoreductase,0,0 /  7     
Saundersioside G,Bradykinin B2 receptor,BDKRB2,P30411,CHEMBL3157,Family A G protein-coupled receptor,0,1 /  0     
Saundersioside G,Scavenger receptor class B member 1,SCARB1,Q8WTV0,CHEMBL1914272,Unclassified protein,0,1 /  0     
Saundersioside G,"Glutaminase kidney isoform, mitochondrial",GLS,O94925,CHEMBL2146302,Enzyme,0,1 /  0     
Saundersioside G,Tyrosine-protein kinase ABL,ABL1,P00519,CHEMBL1862,Kinase,0,1 /  0     
Scutiaquinone B,PI3-kinase p110-alpha subunit,PIK3CA,P42336,CHEMBL4005,Enzyme,0.1219062551,329 /  0     
Scutiaquinone B,Heat shock protein HSP 90-beta,HSP90AB1,P08238,CHEMBL4303,Other cytosolic protein,0.1219062551,43 /  0     
Scutiaquinone B,Proto-oncogene tyrosine-protein kinase ROS,ROS1,P08922,CHEMBL5568,Kinase,0.1219062551,15 /  0     
Scutiaquinone B,Matrix metalloproteinase 2,MMP2,P08253,CHEMBL333,Protease,0.1219062551,177 /  0     
Scutiaquinone B,Matrix metalloproteinase 8,MMP8,P22894,CHEMBL4588,Protease,0.1219062551,76 /  0     
Scutiaquinone B,Pyruvate dehydrogenase kinase isoform 1,PDK1,Q15118,CHEMBL4766,Kinase,0.1219062551,17 /  0     
Scutiaquinone B,ADAMTS5,ADAMTS5,Q9UNA0,CHEMBL2285,Protease,0.1219062551,27 /  0     
Scutiaquinone B,ADAMTS4,ADAMTS4,O75173,CHEMBL2318,Protease,0.1219062551,34 /  0     
Scutiaquinone B,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,CHEMBL1075104,Kinase,0.1219062551,85 /  0     
Scutiaquinone B,Mitogen-activated protein kinase kinase kinase 12,MAP3K12,Q12852,CHEMBL1908389,Enzyme,0.1219062551,31 /  0     
Scutiaquinone B,Histamine H3 receptor,HRH3,Q9Y5N1,CHEMBL264,Family A G protein-coupled receptor,0.1219062551,73 /  0     
Scutiaquinone B,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0.1219062551,69 /  0     
Scutiaquinone B,P2X purinoceptor 7,P2RX7,Q99572,CHEMBL4805,Ligand-gated ion channel,0.1219062551,17 /  0     
Scutiaquinone B,Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0.1219062551,93 /  0     
Scutiaquinone B,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.1219062551,139 /  0     
Scutiaquinone B,CDK2/Cyclin A,CCNA2 CDK2,P20248 P24941,CHEMBL3038469,Kinase,0.1219062551,34 /  0     
Scutiaquinone B,ADAM17,ADAM17,P78536,CHEMBL3706,Protease,0.1219062551,126 /  0     
Scutiaquinone B,Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,0.1219062551,131 /  0     
Scutiaquinone B,Matrix metalloproteinase 7,MMP7,P09237,CHEMBL4073,Protease,0.1219062551,39 /  0     
Scutiaquinone B,Apoptosis regulator Bcl-2,BCL2,P10415,CHEMBL4860,Other ion channel,0.1219062551,72 /  0     
Scutiaquinone B,Insulin receptor,INSR,P06213,CHEMBL1981,Kinase,0.1219062551,20 /  0     
Scutiaquinone B,Tyrosine-protein kinase ITK/TSK,ITK,Q08881,CHEMBL2959,Kinase,0.1219062551,44 /  0     
Scutiaquinone B,Cyclin-dependent kinase 4,CDK4,P11802,CHEMBL331,Kinase,0.1219062551,21 /  0     
Scutiaquinone B,Macrophage colony stimulating factor receptor   (by homology),CSF1R,P07333,CHEMBL1844,Kinase,0.1219062551,61 /  0     
Scutiaquinone B,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0.1219062551,128 /  0     
Scutiaquinone B,Lymphocyte differentiation antigen CD38,CD38,P28907,CHEMBL4660,Enzyme,0.1219062551,8 /  0     
Scutiaquinone B,Sodium/glucose cotransporter 1,SLC5A1,P13866,CHEMBL4979,Electrochemical transporter,0.1219062551,21 /  0     
Scutiaquinone B,Phosphodiesterase 2A,PDE2A,O00408,CHEMBL2652,Phosphodiesterase,0.1219062551,44 /  0     
Scutiaquinone B,C-C chemokine receptor type 1,CCR1,P32246,CHEMBL2413,Family A G protein-coupled receptor,0.1219062551,136 /  0     
Scutiaquinone B,Poly [ADP-ribose] polymerase-1,PARP1,P09874,CHEMBL3105,Enzyme,0.1219062551,63 /  0     
Scutiaquinone B,Matrix metalloproteinase 14,MMP14,P50281,CHEMBL3869,Protease,0.1219062551,27 /  0     
Scutiaquinone B,Calpain 1,CAPN1,P07384,CHEMBL3891,Protease,0.1219062551,37 /  0     
Scutiaquinone B,Phosphodiesterase 4B,PDE4B,Q07343,CHEMBL275,Phosphodiesterase,0.1219062551,26 /  0     
Scutiaquinone B,Bone morphogenetic protein 1,BMP1,P13497,CHEMBL3898,Protease,0.1219062551,35 /  0     
Scutiaquinone B,Gamma-secretase,PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,CHEMBL2094135,Protease,0.1219062551,83 /  0     
Scutiaquinone B,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,CHEMBL2331053,Enzyme,0.1219062551,24 /  0     
Scutiaquinone B,Acetyl-coenzyme A transporter 1,SLC33A1,O00400,CHEMBL3638338,Electrochemical transporter,0.1219062551,8 /  0     
Scutiaquinone B,ADAM10,ADAM10,O14672,CHEMBL5028,Protease,0.1219062551,8 /  0     
Scutiaquinone B,P2X purinoceptor 3,P2RX3,P56373,CHEMBL2998,Ligand-gated ion channel,0.1219062551,275 /  0     
Scutiaquinone B,PI3-kinase p110-beta subunit,PIK3CB,P42338,CHEMBL3145,Enzyme,0.1219062551,88 /  0     
Scutiaquinone B,CDK8/Cyclin C,CCNC CDK8,P24863 P49336,CHEMBL3038474,Kinase,0.1219062551,8 /  0     
Scutiaquinone B,Cell division protein kinase 8,CDK8,P49336,CHEMBL5719,Kinase,0.1219062551,14 /  0     
Scutiaquinone B,FK506-binding protein 1A,FKBP1A,P62942,CHEMBL1902,Isomerase,0.1219062551,9 /  0     
Scutiaquinone B,Serine/threonine-protein kinase mTOR,MTOR,P42345,CHEMBL2842,Kinase,0.1219062551,171 /  0     
Scutiaquinone B,DNA-dependent protein kinase,PRKDC,P78527,CHEMBL3142,Kinase,0.1219062551,91 /  0     
Scutiaquinone B,Beta-secretase 1,BACE1,P56817,CHEMBL4822,Protease,0.1219062551,786 /  0     
Scutiaquinone B,Protein Wnt-3a,WNT3A,P56704,CHEMBL1255137,Unclassified protein,0.1219062551,4 /  0     
